Model	Dataset	Metric	Value	Split
dscript	du	Accuracy	0.5002	both->0
dscript	du	Precision	0.75	both->0
dscript	du	Sensitivity	0.0005	both->0
dscript	du	Recall	0.0005	both->0
dscript	du	Specificity	0.9998	both->0
dscript	du	MCC	0.0096	both->0
dscript	du	F1	0.0011	both->0
dscript	du	AUC	0.5741800954921179	both->0
dscript	du	AUPR	0.5457745534612344	both->0
dscript	du	TP	3	both->0
dscript	du	FP	1	both->0
dscript	du	TN	5478	both->0
dscript	du	FN	5476	both->0
dscript	du	Accuracy	0.5101	both->1
dscript	du	Precision	0.9574	both->1
dscript	du	Sensitivity	0.0211	both->1
dscript	du	Recall	0.0211	both->1
dscript	du	Specificity	0.9991	both->1
dscript	du	MCC	0.0966	both->1
dscript	du	F1	0.0413	both->1
dscript	du	AUC	0.7232807865653739	both->1
dscript	du	AUPR	0.7159387571034619	both->1
dscript	du	TP	45	both->1
dscript	du	FP	2	both->1
dscript	du	TN	2129	both->1
dscript	du	FN	2086	both->1
dscript	du	Accuracy	0.5157	0->1
dscript	du	Precision	0.9136	0->1
dscript	du	Sensitivity	0.0347	0->1
dscript	du	Recall	0.0347	0->1
dscript	du	Specificity	0.9967	0->1
dscript	du	MCC	0.1151	0->1
dscript	du	F1	0.0669	0->1
dscript	du	AUC	0.5092208798586969	0->1
dscript	du	AUPR	0.5570045902950046	0->1
dscript	du	TP	74	0->1
dscript	du	FP	7	0->1
dscript	du	TN	2124	0->1
dscript	du	FN	2057	0->1
dscript	guo	Accuracy	0.5003	both->0
dscript	guo	Precision	1.0	both->0
dscript	guo	Sensitivity	0.0006	both->0
dscript	guo	Recall	0.0006	both->0
dscript	guo	Specificity	1.0	both->0
dscript	guo	MCC	0.0168	both->0
dscript	guo	F1	0.0011	both->0
dscript	guo	AUC	0.5843065118224028	both->0
dscript	guo	AUPR	0.5107652667492972	both->0
dscript	guo	TP	1	both->0
dscript	guo	FP	0	both->0
dscript	guo	TN	1774	both->0
dscript	guo	FN	1773	both->0
dscript	guo	Accuracy	0.5325	both->1
dscript	guo	Precision	0.6622	both->1
dscript	guo	Sensitivity	0.1328	both->1
dscript	guo	Recall	0.1328	both->1
dscript	guo	Specificity	0.9322	both->1
dscript	guo	MCC	0.1083	both->1
dscript	guo	F1	0.2212	both->1
dscript	guo	AUC	0.6211727293424696	both->1
dscript	guo	AUPR	0.6253306112498416	both->1
dscript	guo	TP	98	both->1
dscript	guo	FP	50	both->1
dscript	guo	TN	688	both->1
dscript	guo	FN	640	both->1
dscript	guo	Accuracy	0.5	0->1
dscript	guo	Precision	0.0	0->1
dscript	guo	Sensitivity	0.0	0->1
dscript	guo	Recall	0.0	0->1
dscript	guo	Specificity	1.0	0->1
dscript	guo	MCC	nan	0->1
dscript	guo	F1	0.0	0->1
dscript	guo	AUC	0.4714180271884019	0->1
dscript	guo	AUPR	0.48421604351161357	0->1
dscript	guo	TP	0	0->1
dscript	guo	FP	0	0->1
dscript	guo	TN	738	0->1
dscript	guo	FN	738	0->1
dscript	huang	Accuracy	0.8095	both->0
dscript	huang	Precision	0.8634	both->0
dscript	huang	Sensitivity	0.7353	both->0
dscript	huang	Recall	0.7353	both->0
dscript	huang	Specificity	0.8837	both->0
dscript	huang	MCC	0.6259	both->0
dscript	huang	F1	0.7942	both->0
dscript	huang	AUC	0.8922527810346307	both->0
dscript	huang	AUPR	0.8561401396769046	both->0
dscript	huang	TP	550	both->0
dscript	huang	FP	87	both->0
dscript	huang	TN	661	both->0
dscript	huang	FN	198	both->0
dscript	huang	Accuracy	0.5471	both->1
dscript	huang	Precision	0.6918	both->1
dscript	huang	Sensitivity	0.1697	both->1
dscript	huang	Recall	0.1697	both->1
dscript	huang	Specificity	0.9244	both->1
dscript	huang	MCC	0.1434	both->1
dscript	huang	F1	0.2726	both->1
dscript	huang	AUC	0.7164592895981923	both->1
dscript	huang	AUPR	0.6731114473820203	both->1
dscript	huang	TP	101	both->1
dscript	huang	FP	45	both->1
dscript	huang	TN	550	both->1
dscript	huang	FN	494	both->1
dscript	huang	Accuracy	0.5042	0->1
dscript	huang	Precision	0.8571	0->1
dscript	huang	Sensitivity	0.0101	0->1
dscript	huang	Recall	0.0101	0->1
dscript	huang	Specificity	0.9983	0->1
dscript	huang	MCC	0.0549	0->1
dscript	huang	F1	0.0199	0->1
dscript	huang	AUC	0.657186639361627	0->1
dscript	huang	AUPR	0.6159966032588156	0->1
dscript	huang	TP	6	0->1
