P17505 P39936
P32381 P40077
P46673 P04912
P32588 P07261
P38068 P28707
P09938 P43594
P32319 P06105
P39548 P38768
P38988 Q12134
Q08119 Q12157
P18963 P53269
P25045 P32602
P33892 Q12216
P25045 Q07688
Q03208 P47012
P21304 P48363
P47150 P47822
P40510 P32783
Q12469 P32334
P41546 P48606
P43682 Q00816
P25559 Q02721
P39685 Q99176
Q12285 Q99278
Q06451 P12684
Q03897 P38717
P14682 Q03976
Q12100 Q04089
Q07993 P38915
P53043 P08518
P08518 P15442
P28791 P19955
P33401 P25302
P40078 P22138
P40473 P40075
Q06216 P38915
P38288 P04076
P06775 P53851
P43563 P32618
P34161 P32485
Q00723 Q02336
P31244 P32838
P47083 P38960
Q08966 P28496
Q12063 P38262
Q99190 P40095
P38998 P38699
P38769 Q99382
Q02805 Q08817
P38751 P36172
P46655 P38811
P39550 P07866
P04807 Q05016
P53108 P39081
P52960 P05318
P40328 P34241
P38072 P38346
Q06628 P39987
P46678 P49018
Q12158 P36037
P40455 P35194
P38697 Q06631
Q08749 P32349
P32328 P48568
Q12406 Q08962
Q12050 Q03071
Q08980 P38826
P13259 P38194
P38153 P53171
P08018 P28519
P10834 P38717
P40482 P07273
Q07528 Q03702
Q02931 Q12060
P38960 P32855
P41543 P36161
P46974 P53840
P39723 P33335
P39524 Q12347
P38886 P20050
P48232 P20457
P40555 P11710
Q06177 P36027
P39904 P34227
Q04675 Q02895
P28239 Q07915
Q04031 P35180
Q02197 Q07914
P32801 P38729
O13297 P33298
P38068 P32909
P32805 Q04195
P38272 Q07418
P33204 P41912
Q01649 P46956
Q12241 P40510
P28000 P38070
P28834 P53093
P50104 Q07896
P36017 P32259
P38811 P47089
P33895 P53269
P48412 P40434
P25584 P40513
P16151 P33311
Q06644 P22137
P53176 P49166
P50875 P53045
P35189 P40327
P06700 Q06001
P53259 P53168
Q03435 P38313
P32319 P25301
P53910 P32494
P52286 P47187
P36116 P32565
P53267 P36120
P32788 P48813
P12611 P25302
P24384 P32453
P35817 P38070
P24814 P01097
Q03280 P38759
P54854 P23724
Q08287 P53322
P11433 P25346
Q03956 Q06205
Q08923 P32492
P47166 P38232
P27705 Q12432
P38163 P33411
P53261 P50105
Q03455 Q03406
Q08886 P33421
Q12194 P47050
P25297 P53124
P41818 P43612
P34162 P60010
P49956 P38254
P40509 P32842
P46985 Q12059
P07260 P25302
P25382 P33754
P38194 P32387
P26755 P38873
Q12527 P25346
P38229 P22209
P53142 Q12527
P38111 P53930
P47027 P39904
P36147 P53244
P41543 P36165
P43621 P34241
P38883 P40582
Q05958 Q04307
P39987 P41811
P40483 P32529
P32325 Q12482
P22224 P47821
P23585 Q03973
P22140 P33419
Q06525 P25298
P18963 P38719
Q06640 P53823
P31111 P39517
Q08923 P38990
P47042 P35187
P36018 P52491
P06169 Q12157
Q03655 Q00381
Q12495 P06243
P53552 P32859
Q03860 Q03834
Q01560 Q12066
P53600 P28004
P48234 P39540
P36036 P13259
P33301 Q04370
Q12473 P28241
P35191 P36139
P25582 P32597
Q02948 Q12157
Q12102 P33418
Q07980 Q03784
Q12335 Q04003
P32486 P25719
Q02159 P00358
Q06339 Q03785
Q00381 P38784
Q03792 P21651
P36049 P40970
P34162 P04786
P38779 P38144
P33334 P34227
Q03785 P12887
Q08018 Q07540
Q03455 P53150
P34161 P60010
P38070 Q08683
P21242 P47185
P25376 P25575
P32916 P53904
P43563 P10863
P28834 Q01329
P38920 P25604
Q12415 P00331
P38860 P31377
P46678 P53231
Q03103 Q12129
P53337 Q08492
P32803 P32447
P06838 Q12329
P40355 P40078
Q12004 P32327
P53181 P32790
Q08387 Q08162
P08678 Q08208
P36049 P47061
P26755 Q02932
P32787 P47117
P06784 P08539
Q02256 Q06091
P53540 Q12138
Q12341 P53823
P35201 P32794
P40016 Q03263
Q12021 Q04697
P53010 P54784
Q02516 Q04233
P11978 P32601
Q01217 Q03330
P01119 Q02630
P32859 Q03018
P22007 P37838
Q06200 Q12041
P40319 P29311
P23833 P17442
P14242 Q12365
Q99344 P39540
P10507 Q06216
P36121 Q08438
P40987 P35184
Q04894 P13902
P53323 P46961
P40187 Q04338
Q06632 Q12124
P33303 P43605
P53202 P29055
P32605 P28004
P32368 P45976
P54786 P36100
P04050 P40091
P00420 P30619
Q12262 P32842
Q00711 P49435
Q03177 P39990
P41544 Q03071
P38247 P38993
P13856 P40356
P10863 P01123
P32558 P36029
Q07914 P12385
P40352 P53685
Q12321 P25491
P53851 P48566
P39994 P20457
P14736 P42934
P25558 P53616
Q05931 P38879
P07276 P07260
Q99383 P04786
P39550 Q06819
P53952 Q07986
P21243 Q07800
P38351 P53258
Q08873 P12887
P20435 P53253
P07149 P36027
Q08144 P43132
P23291 Q04062
P35189 P36048
P38629 P04386
P41895 Q08956
Q03697 P52891
Q05933 Q12050
P32793 P36009
P53096 P38708
P14906 Q12009
Q08773 P28791
Q12396 P38759
P22203 P40475
P27692 Q06651
Q05775 P11710
Q12035 P38274
P53628 Q02336
P32618 Q06568
P38351 P16861
P48524 P25502
P46956 P48234
P53865 P32805
P21957 P32504
Q03063 P19955
P38068 P17555
P38729 P36160
P35190 P38915
P01119 P53939
P40513 P43561
P38240 Q12100
P11978 P38523
Q12262 Q08496
P51534 Q08553
Q12059 P36053
P38070 P32569
P32566 Q12464
P40438 P38759
Q12265 P33759
P20676 P18961
P31384 P20095
P47053 P40340
P26755 P53176
P21827 P49686
P36224 P25441
P53965 P40357
P38930 P39007
P40456 P38708
P53212 P14832
P32562 P02309
P40094 Q08096
P38782 P38219
O14455 Q08278
P38856 Q08683
Q03940 P17106
P38911 Q03503
P53337 P25575
P07703 P38689
P60010 P38082
P38748 P07276
P08431 Q12082
P32581 Q03702
Q08278 P39007
P47037 P22202
P33306 P32583
Q04958 Q03702
Q12406 P30605
P33301 Q12270
P39730 P46676
P23585 Q01560
P41810 P46961
Q12434 P53215
P40582 Q08096
P33339 P48813
P38264 P29539
P06242 P19955
P53955 P47027
Q12222 P42934
Q03834 P46949
Q08553 P17629
Q12018 P32333
Q00873 Q12692
Q12361 P25567
P38769 P09119
P26309 Q08949
P00817 Q06096
P06786 P53010
P32597 P15646
P38637 P40456
P32366 P43560
P05626 P38820
Q01389 P40434
P43682 P43568
P40510 P20052
P38904 P34162
P23639 P32570
Q12083 P17536
P40160 P07703
P40438 P21268
P38636 P07213
P80428 P32521
P36012 Q08278
P49956 P12753
P33332 P40496
Q03579 P38859
P33303 P32634
Q06160 P53269
P32319 P30656
P39987 P40453
P41805 P53243
P46682 P36009
P35718 Q06324
P34730 P26309
P40455 P19880
P36172 P29539
P36006 P09119
P33339 P28791
Q04673 P53280
P13433 P50945
P32902 P39744
P53344 P46677
Q12107 P32807
P33303 P37303
Q12004 Q03654
Q08562 P27514
P23642 P07276
P19736 P40005
P00958 P38264
P07250 P39968
P11075 P08539
P43545 P38208
P33754 P33339
P38302 Q08732
P07703 P23059
P41544 P32485
P35817 P32589
P25567 P53735
P25648 P50945
Q02630 P53269
P10081 P25301
Q04439 Q04307
P47166 P04819
P40038 Q08018
P40554 P43572
P38766 P16451
Q06405 Q07824
P32828 Q12208
P07273 P32478
P34161 P47185
Q12154 P23776
P20433 P39996
P35817 P06242
P39534 Q07800
P47027 P30771
P33296 P03965
P38751 P30619
Q03220 P54862
P32829 Q03976
Q06568 P53973
P36084 P49687
P23337 P38265
P31382 Q03661
P26309 Q06673
P43682 P32796
P38287 P32833
Q06405 P38779
P26570 P53211
P42944 P53168
P14906 Q05778
Q03323 P36008
P43609 P35207
P28006 P40075
P21242 P53272
P38989 P27692
Q12389 P38337
Q99314 Q12363
Q02199 P38727
P53865 P10355
P25301 P25336
Q12361 Q07084
P16474 P22579
P40456 P25632
Q07963 P48439
P23776 P38861
P53893 P32334
Q06411 P04786
P40341 P00359
Q05874 P23179
P08456 P53032
P39952 P30665
P22214 Q12505
Q03177 Q06677
P38358 P53176
P39112 P40073
P00359 P35189
P52919 Q02784
P27895 P39547
P21576 Q12050
P53540 P38630
Q99314 P39966
Q06344 Q08550
P23337 P43321
P36168 P15442
Q08683 P32490
Q06554 P39717
P26793 Q12223
Q06405 P53196
P53181 P43603
P38904 Q00772
Q06005 Q06096
Q12223 P22219
Q08208 P53914
P22141 P08518
Q08902 P04046
Q12045 P53233
P33301 P17214
P38351 P48837
P35842 P38727
Q06616 P21651
P53600 Q12372
P46680 P39548
P02557 Q12749
P16522 P13185
P05626 Q04195
P38992 P39730
P06778 Q03071
P41911 P42934
P22224 P25441
P40055 P87108
P39875 P27705
P38859 Q02721
Q7LIF1 P39682
P22139 P12887
P41817 P47134
P53061 P46676
P33759 P17891
Q12035 Q08817
P23638 Q03465
P19145 P54784
P08678 P23059
P40438 P38850
Q12004 P53893
P53181 Q08951
P38204 Q00246
Q08492 P48439
P53091 P38147
P40970 Q06632
P40970 P41896
P36107 P01119
P39076 P38920
Q06412 P20434
P38953 P40005
P38867 P41546
P53878 Q03774
P39524 P32797
P25382 P32913
P42942 Q02204
P38872 P28320
P53142 Q06639
Q06102 Q08902
P32629 P38703
Q12477 Q08018
P53115 P53130
P53750 P17123
P10834 P32589
P39744 P43602
Q06708 P41817
P38991 Q06224
P47083 P32807
Q06001 P04386
P53181 Q06630
Q12285 P39928
P25376 Q12006
P00358 Q04958
Q03761 P38431
P41695 P39962
Q03785 P43622
P39112 P53742
P38181 P36118
Q05027 P53100
P38629 P25046
Q05778 Q12035
P35184 P18900
P19358 Q00539
Q12124 Q08096
P38240 Q03784
P42946 P25298
Q05580 P32944
P28707 P23255
Q02784 P40890
P32496 P40478
Q12390 P15367
Q02608 P14359
P53551 Q12418
Q08465 Q12341
O74700 Q99278
P33296 P31539
P39523 P12954
P48582 P31380
Q05022 P48439
Q04231 P53858
P27692 P27801
P15790 P47053
P23776 Q06677
Q02732 Q12270
Q05931 P28320
P25582 P40970
P38993 P29311
P07256 P32776
P39004 P38720
P40357 Q12230
P43545 Q06673
Q03860 P10081
P38811 P39077
Q04305 P40885
P53115 P11938
P10961 P38077
P05453 Q12059
P38328 P32641
P38298 Q04511
P53740 P32794
P32902 P40469
Q02866 P13902
P32835 P02294
P38911 Q03630
Q03750 P39723
P25045 P53299
P47822 P07342
P40078 P25847
Q07528 Q06005
P17123 P38064
P39744 P54837
P38953 P43622
P32787 P25453
P46985 P53211
P33296 P02994
Q03465 P43569
P07273 P20795
P53930 Q04477
P48510 P07991
P53250 P38272
P32902 P36094
P25376 P20052
P53344 Q12691
Q05947 Q12174
P36116 P25451
P38827 P19097
P13574 P33323
P35688 P40971
P03069 P36145
