P27796 P12383
P10081 P47054
P04821 P38273
P40460 P43622
P25333 P36015
P38699 P53883
Q12361 Q02260
Q08746 P46672
Q08949 P39962
P52910 P06778
P32492 P39706
Q06412 P47005
P22007 P12753
P38862 P50108
Q08817 P53894
Q06411 P22147
P36103 P40462
P53834 P40857
P38786 P39935
P00358 Q07508
P40303 P53250
P32801 P53941
Q12527 P41810
P34240 P40344
P06243 P25719
P25369 Q06628
Q02825 P53865
Q03373 P36094
P53169 P43569
P47150 Q04491
Q12154 P23776
P46672 P48415
Q02100 P53256
P48240 P32898
Q12315 Q06078
P48559 P40453
P29703 P42884
Q12241 P43616
P33328 P32366
Q12241 P40480
P40468 P47045
Q03322 Q12344
P40048 P43616
P13902 P40456
P38838 P32381
P47012 P23287
P40564 P40492
P35207 Q08920
P29340 P33767
P38276 P47122
Q04087 P13712
P24279 P53068
P53691 Q12233
P38276 P32263
P32501 Q08931
P40573 Q07623
P53032 P07342
P06844 P38769
P40564 Q06673
P05694 P38217
Q12464 P32802
Q04412 P00899
P25569 Q00684
P16522 Q02825
P40202 Q04031
P38748 Q12447
P48415 P89102
P28708 Q12473
P41544 Q05998
P46988 P40103
P25454 P43613
P38129 P34160
P38346 Q99385
Q12265 P53130
P40054 P53965
P14359 Q02948
P47176 P32774
P32345 P24583
Q03280 Q12517
P35193 Q03558
Q00955 Q12241
Q06651 P60010
P40512 P17121
P19882 P38751
P25296 P43574
Q05775 P38113
P38930 P33322
P48837 P30771
P53855 P38690
Q03690 Q06410
P40036 Q06624
P32468 P30657
Q07834 P27637
Q99207 P52488
Q12024 Q02256
Q08921 P25367
P32450 Q03081
Q12368 P40061
P49435 P40512
P43638 P32354
P46675 P23287
P52488 Q12044
P15303 P38801
P53082 Q00381
P53112 P43601
P38696 P43563
P35177 Q12129
P40350 P32849
P40036 P25659
P53145 P28708
Q07688 Q06177
Q12527 P20436
P30619 P03965
P08018 Q12220
P32525 P53924
P40484 Q08285
P21965 Q08601
Q07844 P31244
Q06164 P22202
P53043 Q03785
Q00955 P21192
P52488 Q99385
P36131 P02400
P32318 P40479
P32802 P36019
P38348 P21801
P39720 P29461
P23638 P36024
P38346 P49573
P21243 Q05947
Q08245 P38283
P53145 P33334
Q99186 P32873
P05318 Q08438
P35203 P14736
P40573 P36130
P36421 Q03690
P40970 Q12297
Q12154 P43535
Q12018 Q04359
P32628 P07264
P39713 Q03661
P32828 P11154
Q12468 P40339
P32591 Q07471
Q00416 Q12098
P37012 Q02884
P43583 P38886
P32864 P02829
P39929 Q08951
Q12464 P53437
P54786 Q12329
Q12390 P02294
P36049 P32773
Q06624 P32458
Q04964 P33334
P40988 P47093
Q08956 Q12276
P32802 P21951
P19735 P39935
P45819 P23293
Q06102 P40574
P39944 Q04359
P50095 P25569
P32793 P33895
Q12344 P47057
P47116 P49166
P54861 P25336
P39703 Q05881
Q03081 P40061
P53549 P32913
P41814 P38316
P35189 P87284
P00359 Q04004
P39682 P53604
P11709 P37296
P20433 P28707
P21306 P39717
Q12118 Q04121
P31382 P18898
P25808 P39944
P38757 Q05881
Q03774 P25657
P22133 Q12301
P07149 P08153
P32911 P00175
P38929 P48239
P36094 P36013
Q12277 P43612
P38990 Q04195
Q05881 P39729
P05453 P09435
P53093 P09938
P43637 P25559
P22140 P38431
P36018 P13711
P13712 P33755
P25591 P33203
P00830 Q12318
P38822 P02829
Q06525 Q12152
Q12277 Q12118
P20433 P02994
P53256 Q06648
P51996 P09734
P32318 Q04493
Q06436 Q04439
P40090 Q08285
P53248 P32905
P52490 P41834
P40529 P38204
Q12469 P06105
P33199 Q12038
P19812 P26793
P19145 P49687
P40186 P40565
P38696 P11747
P46985 P53298
Q06102 P41814
P53221 P42884
P40574 P39729
P53855 P20433
P36017 P34758
Q12372 P17536
P38149 P23624
P25591 P40959
P00830 P53202
P43568 Q12754
P32873 P23638
Q06624 P39966
P40217 P19262
P53750 P02557
P38334 P54885
P33307 P38310
P25808 P48361
P48415 P38261
P16521 P53036
P12754 Q04411
P50278 P29366
P32797 P32642
P43321 P53100
P48559 P18410
P38324 P24871
P46682 Q08601
P06774 Q03758
Q07688 P25336
Q03954 Q08491
Q08746 P47050
Q08119 P00128
P40069 P48363
P19145 P25559
Q04964 Q06673
P53904 P25694
Q04089 P31382
P08566 P53691
Q12473 P35189
O74700 P50094
Q04370 P33203
P39958 P40510
P16658 P38624
P40069 P36085
Q12175 P30822
P14306 P53743
P27801 P39717
Q12330 Q02825
P05085 P37303
P34087 P10081
Q12035 Q12045
Q05583 Q12154
P48412 P06100
P08964 Q00916
P40480 P37303
P42935 P38785
P39727 P53130
P32571 P39729
