P39723 P53067
Q12734 P47165
P12962 P40096
P40529 P32389
P38932 P38229
P40155 P47093
P53093 P36003
P53971 Q06696
Q03758 P53068
P29366 P32525
Q07508 P53743
P53068 P52491
P40529 P38783
P14736 Q08229
P53064 P06704
Q05874 P43321
P50091 P36421
P17157 P25591
Q04491 P50113
P40573 P39083
P36149 P36130
P51862 Q12473
Q01389 P53739
Q07471 P18562
P40857 P57744
P38720 P05453
P38630 P04456
P38149 P53930
P47150 P17119
P25390 P38339
P38261 P38315
Q06436 P38329
P53978 P32491
P18480 P15436
P24868 Q03048
Q05871 P41808
Q05775 Q12433
P06105 P31244
P38696 P39998
P53904 P16140
P25657 P33311
P25045 Q12469
P08153 P53316
Q04338 P31244
P32898 P25453
Q08491 P33328
P34730 Q06604
P00330 Q99383
Q99189 P50095
Q12344 P30822
Q03981 P40036
P53955 P32328
P47089 P32909
Q00916 Q12449
Q12241 Q06163
P27895 Q08553
P32867 P48240
P32501 P10363
P47165 P38735
P17121 P32524
Q04921 Q06251
P38883 P53168
P53322 Q07468
Q04338 P53141
Q03503 P38838
Q12280 P47093
P38315 Q06108
P53924 Q01939
P53207 Q07508
P38814 P40563
P32504 Q02629
P32528 P38863
P35056 Q06324
Q04062 P33201
P35734 P53202
P47041 Q04868
P53169 P48582
P53930 P30902
P04807 P38956
P35207 P10081
P25649 P21965
P47912 P08018
P43586 P38766
Q03503 P53141
P06700 P36029
P40469 P40003
Q08438 P14724
P38228 P05453
Q00582 P53599
P41834 P08539
P35203 Q12330
Q12473 P50111
P38749 P20052
Q12483 P32523
P28795 Q99383
P38735 P01123
P12868 P34160
Q04307 P42945
P40069 P48606
P51601 Q05080
P38261 P41808
Q04307 P13712
P39079 P53600
Q06178 P39998
Q06549 P27796
Q08438 P18852
Q02892 P29509
P39081 P35723
Q05670 P53104
P36068 Q07468
P38757 P40512
P36421 P38697
Q03792 Q06648
Q00381 P38555
Q07471 P48232
P39534 P42843
P24279 Q04373
P20606 P12611
P60010 P40335
P07347 P53256
P52593 P40079
P39523 P53622
P46655 P23287
Q02256 P38623
P38634 P34240
P38590 P38726
P33895 P25555
Q07508 P40457
Q04233 P38805
P43593 P36005
P13712 P53685
P32807 Q12255
P53739 P38283
P36085 P39520
Q03071 P50946
Q12241 Q06151
Q03081 P48240
Q03656 P47041
P06700 Q04175
P35688 P39073
P50108 Q04002
P53196 P40573
P06844 P38358
Q03790 P25385
Q01590 P09938
P53847 P38788
P06101 P25390
Q12347 P40457
P15442 P53043
P48606 Q03018
Q00381 P12611
Q08931 P47012
Q02100 P33755
P46954 P24871
P38886 P53840
P07264 P38237
P25043 P06786
P23624 P02829
P36018 P38929
P38903 P53267
P52910 P30665
P36048 Q03973
Q12118 P25586
Q03768 Q06624
P49334 P06243
P41800 P41810
P36029 P06243
P39944 O13565
P27796 P36124
Q00245 Q05021
P25454 Q02554
P08458 P53199
Q07786 Q12368
Q12250 Q03860
P53754 Q03497
P36018 Q05670
P33331 P17119
P49686 Q99383
P06101 P53299
P32521 P32944
P38310 P24482
P02400 Q06624
P36015 P27614
P40988 P24783
Q12256 Q02821
P30624 Q07528
Q02630 P36027
P40020 Q6Q547
P32867 P40096
P41800 Q99257
Q08726 Q05080
P46949 P38871
P14736 Q06640
P38219 Q03308
P40960 P53829
P53322 P53145
Q12199 P53863
P36029 P47041
P33400 P19735
P22204 P39073
Q07471 Q02775
P38276 P10964
P46995 P41834
P18888 P14904
P40090 Q02629
Q04005 P40005
P38699 Q04149
P39077 P14832
P41834 P05694
P39929 P40565
P14737 P40167
P39979 P48240
P35203 P38182
Q00582 P39929
Q05958 Q12330
P36047 P38788
P23968 P41318
P21192 P32908
P06103 Q08972
P37012 P49435
Q12446 P25569
P31377 Q02931
Q06178 Q04002
Q04272 P19812
P38293 P53250
P38874 P07866
P38792 P00044
P43602 P40477
P27351 P53136
P06775 P53207
P53298 Q12434
P25655 P23287
P40314 P38990
P53067 Q07623
P35203 P39001
P22216 P41810
P38282 P40302
P47050 P35189
P12962 P28007
P89102 P36421
P38132 P11927
P53941 P53691
P53168 Q12527
Q03630 Q08966
P38690 P07991
Q07657 Q04601
P07251 P47176
P38200 P32264
P52286 P38339
P00724 Q07824
P38883 P40327
P42935 Q12045
P32578 Q04978
P17255 Q6Q547
Q06479 P38716
Q12310 P40091
Q02100 P50086
Q04739 P40095
P23642 P60010
P54861 P53858
P18410 Q04149
Q08491 P43601
P38855 Q06696
P53168 Q08746
P38930 P50278
P38622 Q07824
P32842 P39998
P31412 P15436
Q04491 P53142
Q04062 P08964
P25649 Q08921
Q08729 Q00955
P52593 P40693
Q04411 Q12495
P38301 Q04149
Q04272 P23201
P40155 P53738
P32570 P38922
P50105 P53924
Q12447 P33401
P34241 P48525
P36421 P47027
P21801 P32892
Q05785 Q05881
P38810 P53168
P39715 P38232
P12385 P38130
P47068 P33411
P32527 P38990
P46988 P34240
P50944 Q08923
P16658 Q06408
Q12045 P40103
P32842 Q08732
P43616 P08153
P32900 O13563
P40465 P32327
P47165 P10823
Q12017 P25341
P36085 P25567
Q06177 P12754
Q07376 P50095
P24783 P46985
P32527 P32773
Q07786 P38932
Q04377 P53112
P47160 P32588
P22543 P40991
P40555 P48582
P42945 Q04439
Q03785 P36037
P17119 Q12154
P00549 P33750
P47165 P37302
P07258 Q6Q547
P53131 P41940
Q05958 P53691
P27999 P53859
P38886 P27801
P36005 P49704
P25719 Q04660
Q08951 P34110
P38631 Q04935
P06242 Q04067
P53622 P40512
P36085 P36123
P31539 P37303
P25694 P27637
P89102 Q03758
P40517 Q12009
Q12363 P38735
Q12248 P23644
Q05958 P19145
P38298 P16521
P30902 P04456
P53124 Q08902
P52553 Q02932
P53939 P40096
P36144 P30771
P07262 Q01684
