Model	Dataset	Metric	Value	Split
dscript	du	Accuracy	0.5908	Original
dscript	du	Precision	0.8087	Original
dscript	du	Sensitivity	0.2379	Original
dscript	du	Recall	0.2379	Original
dscript	du	Specificity	0.9437	Original
dscript	du	MCC	0.2564	Original
dscript	du	F1	0.3676	Original
dscript	du	AUC	0.7587184128984342	Original
dscript	du	AUPR	0.7400445871357131	Original
dscript	du	TP	668	Original
dscript	du	FP	158	Original
dscript	du	TN	2650	Original
dscript	du	FN	2140	Original
dscript	guo	Accuracy	0.6869	Original
dscript	guo	Precision	0.7459	Original
dscript	guo	Sensitivity	0.5669	Original
dscript	guo	Recall	0.5669	Original
dscript	guo	Specificity	0.8069	Original
dscript	guo	MCC	0.385	Original
dscript	guo	F1	0.6442	Original
dscript	guo	AUC	0.7330612244897958	Original
dscript	guo	AUPR	0.7141244990997492	Original
dscript	guo	TP	496	Original
dscript	guo	FP	169	Original
dscript	guo	TN	706	Original
dscript	guo	FN	379	Original
dscript	huang	Accuracy	0.7688	Original
dscript	huang	Precision	0.8505	Original
dscript	huang	Sensitivity	0.6521	Original
dscript	huang	Recall	0.6521	Original
dscript	huang	Specificity	0.8854	Original
dscript	huang	MCC	0.5528	Original
dscript	huang	F1	0.7382	Original
dscript	huang	AUC	0.8536914062500001	Original
dscript	huang	AUPR	0.8580268211490882	Original
dscript	huang	TP	313	Original
dscript	huang	FP	55	Original
dscript	huang	TN	425	Original
dscript	huang	FN	167	Original
dscript	pan	Accuracy	0.7873	Original
dscript	pan	Precision	0.8884	Original
dscript	pan	Sensitivity	0.6572	Original
dscript	pan	Recall	0.6572	Original
dscript	pan	Specificity	0.9174	Original
dscript	pan	MCC	0.5951	Original
dscript	pan	F1	0.7555	Original
dscript	pan	AUC	0.8463951827673092	Original
dscript	pan	AUPR	0.8483671415475467	Original
dscript	pan	TP	2929	Original
dscript	pan	FP	368	Original
dscript	pan	TN	4089	Original
dscript	pan	FN	1528	Original
dscript	richoux_regular	Accuracy	0.6828	Original
dscript	richoux_regular	Precision	0.8738	Original
dscript	richoux_regular	Sensitivity	0.4272	Original
dscript	richoux_regular	Recall	0.4272	Original
dscript	richoux_regular	Specificity	0.9383	Original
dscript	richoux_regular	MCC	0.4252	Original
dscript	richoux_regular	F1	0.5739	Original
dscript	richoux_regular	AUC	0.8470111623944802	Original
dscript	richoux_regular	AUPR	0.8140137671769152	Original
dscript	richoux_regular	TP	2624	Original
dscript	richoux_regular	FP	379	Original
dscript	richoux_regular	TN	5763	Original
dscript	richoux_regular	FN	3518	Original
dscript	richoux_strict	Accuracy	0.6886	Original
dscript	richoux_strict	Precision	0.8807	Original
dscript	richoux_strict	Sensitivity	0.4364	Original
dscript	richoux_strict	Recall	0.4364	Original
dscript	richoux_strict	Specificity	0.9409	Original
dscript	richoux_strict	MCC	0.437	Original
dscript	richoux_strict	F1	0.5836	Original
dscript	richoux_strict	AUC	0.8288842975206612	Original
dscript	richoux_strict	AUPR	0.8257295991881415	Original
dscript	richoux_strict	TP	96	Original
dscript	richoux_strict	FP	13	Original
dscript	richoux_strict	TN	207	Original
dscript	richoux_strict	FN	124	Original
dscript	gold	Accuracy	0.5506	Original
dscript	gold	Precision	0.755	Original
dscript	gold	Sensitivity	0.1499	Original
dscript	gold	Recall	0.1499	Original
dscript	gold	Specificity	0.9514	Original
dscript	gold	MCC	0.1693	Original
dscript	gold	F1	0.2501	Original
dscript	gold	AUC	0.5562016814872588	Original
dscript	gold	AUPR	0.5781314838666045	Original
dscript	gold	TP	3091	Original
dscript	gold	FP	1003	Original
dscript	gold	TN	19620	Original
dscript	gold	FN	17532	Original
dscript	dscript	Accuracy	0.9293	Original
dscript	dscript	Precision	0.8411	Original
dscript	dscript	Sensitivity	0.274	Original
dscript	dscript	Recall	0.274	Original
dscript	dscript	Specificity	0.9948	Original
dscript	dscript	MCC	0.4558	Original
dscript	dscript	F1	0.4133	Original
dscript	dscript	AUC	0.8619840557927116	Original
dscript	dscript	AUPR	0.5521042587803546	Original
dscript	dscript	TP	1175	Original
dscript	dscript	FP	222	Original
dscript	dscript	TN	42668	Original
dscript	dscript	FN	3114	Original
