P40482 P23833
P36120 P29496
Q12035 P48581
Q00772 P38904
P38789 P26755
Q04660 P34241
Q08975 P18851
Q03697 P07342
Q03690 P39987
Q06676 P36224
P47079 P39720
Q06488 P22203
P40092 P38156
P53633 P53163
Q08902 P32264
Q06339 Q03785
P38622 P23179
Q12389 P38337
Q00246 P40352
P35817 P31385
P40089 P22140
Q06142 P38298
Q02555 P25303
P25303 P07250
Q08975 P53286
Q04048 Q01159
P40453 P38727
P40079 P32838
Q00873 P38781
P35206 P23642
Q00245 P35177
P36121 P20606
P53965 P04819
P40341 P40075
P41544 P17065
Q08921 P04050
Q06616 P36125
P53039 P47064
P35210 P07256
Q07084 P22276
Q12262 P41805
P40565 P36147
P36022 P16649
Q06406 Q03323
P41697 P21538
Q08601 P38867
P53244 P14741
Q08966 P40970
Q12107 P23285
P38254 P32863
Q06640 P11972
P38144 P36013
P53070 P40495
Q12035 P00931
P40438 P38850
Q12321 P53064
Q12488 P38181
P48837 P38351
Q03208 P26263
P53176 P38358
Q04601 Q02784
P40561 P34252
Q08562 P36131
P43604 P38819
Q03323 P09435
Q99314 P32319
Q04673 P19882
P39702 P32492
P40327 P25346
P29703 P25453
P34110 P01149
P53032 P08456
P43639 P34218
P53100 P27692
P38957 P14736
P38988 P32529
P53954 P32561
P33891 P25453
P49018 P47176
P41912 P38429
Q08278 P40529
Q06488 P38910
P53622 P01149
Q08446 P30283
P53176 P00330
P54854 P24719
Q08204 P23561
Q02630 P43682
P47037 P43601
Q12174 Q06411
Q03579 P22035
P50091 P43545
Q08465 P06102
Q99344 P53388
Q04958 Q00723
Q02159 P00358
Q12262 P40555
Q06488 P15367
P36024 P32564
P43604 P18410
P47052 P40092
Q12157 Q04322
P40341 P25294
Q03919 P53973
Q12102 P33204
Q08491 P54837
P38988 P38696
Q12142 Q08986
Q08465 P40204
Q12004 P53893
P32379 P00410
Q12335 P38064
Q99382 Q03322
P40453 P39987
P39007 P38930
P47083 P25579
P53904 P32453
P48568 P32328
P47064 P38123
Q08096 P40582
Q04894 P13902
P47110 P35210
P53269 P18963
P50090 P35056
P47041 P10823
Q06525 P25298
P53750 P39004
P32914 P08679
Q00711 P47104
Q12365 P14242
Q02795 P53248
Q12157 P42073
P40465 P13259
P29311 P28708
P32601 P08456
P17891 O13530
P39929 P38630
Q03337 P39734
P38720 P10961
P40527 P25367
Q12208 P32828
P53886 P40073
Q06440 P14291
Q12243 P28707
P38282 P13574
P53863 P42841
Q05080 P47052
Q08749 P08018
P53616 P48836
P38968 P38863
P41814 P39101
P43594 P32913
P39112 P29469
Q12389 Q12327
P38351 P16861
P53236 P38627
Q03761 P43613
P39958 P32570
P38264 P35184
P40357 P04050
P38200 P30283
Q04964 P53070
P53877 P18562
P33892 P13393
P53886 P53079
P46655 P40971
P53176 P47165
P43581 P20436
Q12335 P38682
P32639 P25441
P36100 P04046
Q08287 P13712
Q03323 Q02892
P39685 P11154
P38819 P12688
P50108 P09457
P53549 P35177
P23285 P06700
P38181 P02829
Q03834 P46949
P38930 P32529
Q12083 P17536
Q04149 P32829
Q12138 P53115
P32528 P23641
Q07540 P39083
P38826 P38700
P32589 P10834
P36224 P25441
Q02767 P80428
Q03661 P38788
P53893 P38995
P33335 P32366
P41901 P32832
P53163 P35842
P47120 P17106
Q12035 P30606
P38957 P38768
Q02608 P22202
P38191 P27801
P46678 P12683
P35056 P08518
P49435 P09457
Q03774 P53878
Q03920 P46678
Q06543 P38962
Q02784 P14681
Q12692 P22147
Q01080 P32578
P36018 P11747
Q01217 P47124
P53322 P32915
P32345 P22209
P38837 P02294
P53551 P40073
Q04673 P32571
P53252 P39702
Q12432 P27705
P38082 P32432
P38998 P38699
P39108 P14908
Q04964 P16522
P53323 P46961
P53258 P38351
P43545 P38208
Q04225 P12683
Q08749 P16370
Q12309 Q03920
Q12098 P34227
Q01329 P53552
Q12175 Q06344
P53079 P39113
P19145 P07703
P38717 P08431
Q06216 P53959
P33307 P20050
P40087 P08539
P23968 P22139
P40341 P15436
Q07921 Q04031
Q01080 P38274
P41834 P33296
P53389 P50101
P38316 P07256
P28000 P23285
P40340 P38191
P53823 P49435
Q12142 P81450
Q12060 P35497
P23285 P13259
Q12230 Q02776
P38781 P38627
Q12158 P53168
Q06616 Q03691
Q12216 P28743
P40078 P22138
P47132 P40038
P43592 P38744
P38351 P38077
P32479 P32387
P38751 P36172
P21827 P11927
Q03656 P04911
Q06697 P38203
P31384 P20095
P40971 P25651
Q12522 P50874
Q03834 P43562
Q00772 P26188
Q05911 P29366
Q04660 P38240
Q08273 P38086
P22214 O13565
P38265 P23337
P29468 P23724
P42934 P40469
P42942 P28239
P28006 P19659
P54862 P33338
Q08285 P38082
P53834 P32341
P40316 P27476
P52593 P11076
Q02774 P40328
P46675 P32807
Q07904 Q03935
P53136 P10961
Q12494 P03069
Q07921 Q04493
P33767 P27801
Q12434 Q12415
P32334 P31377
P53269 P38817
P20676 P09064
P47115 P04456
Q12024 P53265
P53265 P38112
Q12343 P38315
P39107 P04817
P53616 P13902
P40151 P01120
P32900 P25648
P28743 P11076
Q12129 Q03103
Q12495 P06100
P28239 P06243
Q12154 P53877
Q02554 P38867
P40475 P32578
P38302 P14742
P28241 P07260
P33399 P07256
Q06640 P49334
P33307 P18239
P53685 P29468
P32899 P32838
Q03063 Q00381
Q12066 Q01560
Q06632 Q00381
P40890 P18562
Q07442 P46674
Q02795 P07347
Q12060 Q02931
P39685 P32800
Q12363 P53176
P40343 P11747
P46957 P12294
Q12224 P38968
Q05931 P40565
Q12142 Q03125
P54786 P36100
P41543 P40095
P41544 P32485
Q12154 P06777
P32319 P09733
P87108 P50108
P36116 P32565
P53280 P38147
Q07786 P53093
Q06644 Q06631
P25648 P10591
Q02794 P36172
Q99176 P39685
P47025 P38427
P23179 P07250
P47123 P11484
Q02892 P33200
Q12443 P53191
P53271 P38286
P39004 P38720
P32379 P04786
P32528 P26798
P37303 P33303
P32499 P19658
Q06525 P53207
Q12361 P45819
Q06408 Q03860
Q12402 P27796
P46956 P32566
Q06412 P38727
Q08956 P53108
P40151 P19880
Q04978 P13099
P20676 P18961
P40527 P07170
Q08287 P15705
Q03533 P21651
P53840 P46974
P53299 P48415
Q06525 P47912
P40507 P38353
Q12216 P33892
Q06406 P28320
P34161 P32485
Q12396 P38696
Q12432 P38270
P36139 P04386
P32788 P25656
Q03103 P38789
P47115 P00724
Q12019 P12294
P38776 P36165
P54784 P38764
P52593 P35201
Q99186 Q01080
P40344 P38744
Q9URQ3 P46948
P41543 P36161
Q12206 Q02732
P41543 P36165
Q05785 P40090
Q12138 P39998
P53141 P20050
P37303 P07703
Q12030 P53094
Q02784 P52919
Q12224 P22804
P40187 P09435
Q08032 P50113
P38873 P26755
Q06208 P53861
P38904 P38337
Q03465 P43563
P40096 P37366
P47012 P38072
P47150 P38744
Q03220 P39992
P38181 P21827
Q02608 P20795
P38682 P32334
P53847 P32915
P32776 P07256
Q03784 P41544
P50090 P38293
P47074 P32453
P39715 P32838
P54999 P20050
Q08562 P27514
P40564 P08518
Q03899 P21957
P40325 P21827
P38072 P36094
P46678 P06102
P47150 P33767
Q06568 P32618
P10834 P07703
Q06630 P53181
P39001 P13517
Q03435 P38313
P46970 P32319
Q08162 P38826
Q05933 Q05016
P38112 P32855
Q12050 P54861
P46949 P32499
P32341 P08018
P48582 P31380
P28004 P25454
Q12142 P21957
Q08649 O13297
P42944 P20486
P80428 P38273
Q12347 P39524
Q06440 P46669
P41546 P38867
Q12154 P33441
Q04226 P35180
Q02516 P35178
P25358 P14737
Q12415 P40092
P40957 P25644
Q00955 O74700
P23624 P10823
Q08975 P40453
Q12368 P39534
P47185 P32494
Q06177 P21957
P47134 P41817
Q06624 P38744
P36116 P00924
P38123 P21672
P38636 P07213
P43682 P37366
P25604 P25046
Q02608 O14467
P40475 P40303
P38123 P38063
P53910 P48582
Q06108 P38428
P53628 P36057
Q12241 P35842
Q08951 P53181
P38703 P31539
Q06091 P07256
Q03081 P36100
P40167 P02294
Q01560 P40496
P53974 P48568
Q07084 P47074
P53389 P08153
P53171 P33760
Q04491 P47061
P26449 P25358
P53389 P38334
P36168 P15442
P36116 P25451
Q12527 Q12019
Q06551 P32558
Q12134 P38988
Q12063 P38262
P53211 P20486
P21691 P16661
P36029 P32558
P47049 P22214
Q99383 Q03455
Q12223 Q08886
Q99190 P31382
Q07915 P38911
P36057 P32582
Q12377 P47025
Q12192 P22147
P53011 P36100
P39010 P32558
Q12276 P13393
P43613 P25451
Q12280 P22214
Q02205 P25656
Q02866 P38920
Q07442 P53167
P40564 P39547
P39904 P11076
P39875 P34240
P35179 P04076
P40348 P05986
Q12059 P46680
Q07540 Q02196
Q12071 P10961
Q12035 P35203
P53215 P09798
Q12223 P38705
Q08018 P43535
P48232 P28519
P38872 P38288
Q12328 P13393
Q06451 P34218
P39987 P12684
P53437 P38702
Q02336 P38240
P21705 P14724
Q12055 P24384
Q12482 P40335
Q08685 P43574
P32641 P32628
Q00873 P25346
P22139 P12887
P53900 P40348
P26798 P08153
P32914 P22543
Q08902 P36037
Q12174 Q04004
Q12372 Q12044
P38266 P26309
P39969 P06783
Q07986 P39008
P53855 P16661
P53108 P25341
Q03919 P39955
P43638 P40438
P35210 P33299
Q07896 P40992
P40438 P32478
P15807 P12887
P40958 P28007
P36003 P04050
P47057 P13382
Q12159 Q05958
P53933 P38910
P38742 P22579
Q04493 P38699
P40003 P25632
Q12318 P19146
P53344 P32350
P47822 P46655
Q07688 P46669
P42935 P32838
P47074 P43593
P35723 P29703
Q12341 Q08465
Q03465 P34730
P35189 P11746
P38085 P22515
Q06525 P36147
P43572 P35194
Q99207 Q02516
P39552 P21306
P38744 P21306
Q03768 P07272
P53742 P25301
P38630 P18962
Q03690 P22139
Q04307 P39946
P53115 P11938
P38838 P38138
P32480 P00128
P47049 P32801
Q07468 P38072
Q03981 Q03103
P53243 P41805
Q03661 P53237
Q06675 P49573
P47042 P38784
P54861 P39954
P53142 P26798
P32598 P07272
P38781 P36012
P54860 P25651
P43563 P38784
Q04511 P38298
Q08562 P39107
P53044 P10834
P38301 P21691
Q04225 P32564
P43562 P38811
P47110 O13539
Q12309 Q02892
Q12082 Q08245
Q01684 P36131
Q03532 P16370
P39984 P38181
P32832 P23394
P53280 P11710
P33335 P25382
P48232 P20457
Q08558 P33335
P38842 P34238
P53313 P39010
P53824 P49960
P46974 P38705
P48439 P41940
Q12464 Q08817
P40987 P17695
Q08271 P38821
P42846 P38181
P53974 P47822
P34909 P30605
Q12482 P32325
Q06406 P53735
Q12390 P53115
Q05016 Q02774
Q02608 P34161
P42934 P32832
Q92317 Q04110
P47171 P38249
Q04958 P25515
P41896 P07262
Q05778 Q05359
P38820 P36121
P53941 P02294
P38328 P32585
Q00955 P32333
Q03071 P06778
Q01159 P47050
P38703 P25646
Q08685 P53124
P40005 P38953
P38123 P32776
Q03818 P25358
Q12270 P33301
P53159 P47152
P32585 P22141
P48412 P39007
P48568 P07703
P38729 P38720
Q06096 O13297
Q06339 P21965
P38717 P25046
Q12262 P32842
P32838 P18239
Q06216 P47049
P12383 P07261
Q12495 P38842
P48606 P41546
P40563 P02294
Q05949 P53952
Q08902 P25648
Q06651 P39706
P53437 P25646
Q08685 P39079
Q03654 P14908
Q03533 P25371
P19955 P06242
P40957 P25357
Q02256 P38968
P53731 P47132
P39515 P36224
P47822 P32481
P40885 P39081
Q03012 P34241
Q03954 P38827
Q06200 P10622
P53834 P10566
P32908 P32523
Q03497 P37838
Q99382 P48562
Q08271 P40020
Q08271 P33411
P53878 P46673
Q12059 P46985
Q04121 P11972
Q12082 Q08923
P39987 P32912
P38793 P34227
P39521 P38156
P25046 P02294
P32333 P05085
Q05871 P40357
Q00362 P06777
P50090 P46676
P53933 P13099
P87108 P40528
P32319 P30656
P25659 P25376
Q12192 P53628
P24384 P10869
P40857 P38147
P39927 P08518
Q07442 P38144
P40456 P38637
P42941 P39935
Q02199 P38727
P53855 P07250
P32897 P18759
P47093 P39552
P38353 P32842
P40970 P15790
P53244 P50078
Q12691 P53344
Q08438 P36121
P21657 P01123
P48836 P28519
Q12004 P48415
Q02939 P25344
P46956 P00359
P50104 P22203
P38523 P11978
P40450 P40048
Q06137 Q03697
P33311 P16151
Q08553 P38881
Q02206 P40055
P40509 P32829
P38695 P22224
P53952 P53258
P40091 P04050
Q08902 Q04231
P36049 P33441
Q12138 P53550
Q12216 P14737
P38204 P20486
P48234 P39540
Q12518 Q03935
P35206 P13393
P53750 P41920
Q04338 P53125
P38286 P31412
P43621 P07149
Q06001 Q03088
Q03455 P53150
Q12159 Q02948
Q07528 Q03702
Q12018 P21339
Q02574 P38247
Q08214 P32803
Q12300 P33399
Q07800 P32379
P53181 P52553
P40510 P32783
P40965 P32641
P20604 P13393
P54862 P04386
P89886 P23833
P39713 P21538
P39101 P33322
Q04934 P25046
P47049 P06244
Q08886 P34238
P54837 P33418
P23595 P00729
Q08972 P21827
Q12692 Q05583
Q06001 P06700
Q08109 Q06091
P53973 P38622
Q06651 P28000
Q12129 P87108
Q06551 P09457
P40892 P32787
Q05359 Q03690
P43581 P28708
P38254 P32486
Q03935 P38203
Q07904 P11978
P53032 P32368
Q07963 P21538
Q12402 Q02890
P53011 P32833
Q99394 P38877
Q02794 P32566
Q01159 P43592
Q08649 P38147
P36116 P28006
P33301 P32610
P53290 P40341
Q02775 P39966
Q05946 P04050
P32900 P14922
P38636 P25371
P38272 P38193
P35210 P33399
P57744 P40483
P38811 P11709
Q12192 Q08986
Q06677 Q06005
Q03940 P17106
Q12004 P19262
P39003 P06774
P47027 P30771
Q06168 P38627
P53599 P38152
Q08553 Q06616
P43581 P39967
P47058 P32859
P53061 P25046
Q01684 P38789
P41940 P40478
Q07468 P38907
Q03697 P40529
P32570 P23639
Q12262 P30665
Q01852 P50101
Q02804 P11747
Q02336 P38789
P89105 P31385
P38811 P13712
P40314 P39702
P29469 P25346
Q06651 P27692
P36017 P32259
Q12462 Q12309
P53231 P32491
Q12265 P17106
P38439 P25298
P53890 P32859
P40475 P38217
Q02776 P53094
P35201 P32794
P41811 P21951
P40151 P38324
P20484 P06100
P26449 P23594
P33401 P32389
Q01217 P10863
P39081 P08456
Q12028 P10507
P39743 P32529
Q07509 P12904
P53124 P32838
P25302 P12611
Q08966 P28496
P48837 P32803
Q06208 P48837
P33201 P32897
P40512 P32836
P43622 P14680
Q12004 Q03654
Q07914 P38842
P39552 P13586
Q05785 P26754
Q12102 P40395
P47052 P40078
Q12361 P41318
P43555 P32528
P36104 P25808
P36973 P16370
P48837 P40885
P53253 P38907
P43682 P32796
Q08492 P17505
P41817 P38863
Q03148 P38266
Q06554 P39717
P47038 P33891
Q01080 P36047
Q02159 P25303
Q02895 P19882
P38736 P20486
P27801 P27692
Q07376 P38085
Q08287 Q06490
Q06604 P40456
P53968 P36129
Q03406 P50094
P53851 P06775
P38337 P15646
P20436 P12294
P41810 P38915
P53735 P05986
P53211 P46985
Q12082 P39520
Q12450 P53258
Q06245 P40343
P40003 P01149
P39875 P27705
P23255 P16861
Q06168 P06844
Q03834 P38165
P43563 P32618
Q02908 P53044
Q12306 P39992
Q12026 Q05931
P53823 P47012
Q03702 P23644
P53437 P40070
P54837 P40020
P53824 P24783
P87284 P48837
P52919 P39996
P38861 P23776
P38068 P07866
P54861 P34227
Q03697 P52891
P47090 P39940
P39534 P08524
P46947 P32367
P32605 P21957
P38853 P34227
Q99186 P53253
P32807 P17065
Q12433 Q03148
P38682 P13902
P39548 P38768
P39704 P32899
Q02208 P35734
P42934 P16521
Q7LIF1 P39682
Q06631 P25346
Q12462 Q12335
P38992 P38716
P10566 P08566
P40518 P25382
P43622 P39735
P28320 P22224
Q02732 P38063
P41805 P35180
Q12518 P19358
Q12411 P32558
P40087 P39101
Q04338 P46974
Q04636 P27614
P53633 P32354
P40478 P37303
P32597 P32578
Q08949 P38130
P40038 P06700
Q08204 P53599
P80667 P21651
Q03338 P38910
P43581 P22137
P36520 P32898
P46675 P35177
Q02608 P14359
P48568 P39994
P41912 P32333
Q06630 P54862
P42843 P40360
P35172 P31111
Q08465 P32381
P53877 P33332
Q03558 P48439
P40356 P40325
P38077 P32641
Q07442 Q01722
Q02804 P46965
P22007 P07273
P46672 P46669
P38999 P38717
P15303 P06786
P38719 P18963
P25569 P23291
P22804 P22224
Q12194 P47050
Q12066 P12383
P39552 P38883
P39996 P20433
P25491 P25297
P38353 P35497
P32803 P32628
Q12233 P13902
Q7LIF1 Q08986
Q08729 P40890
Q02805 P39523
Q05471 P38319
P53973 P20435
Q07732 P26798
Q04868 P32529
Q01560 P23585
Q99190 P32480
P47160 P41895
Q04739 P34224
P46954 P25575
P38288 P06778
P39550 P25341
P40478 P32496
P53927 P47052
P53743 P34218
P43602 P07390
P47132 P25367
P47171 P43638
Q12361 Q07887
Q02784 P40890
Q04264 P47061
P32916 P10507
Q06675 P35497
Q99181 Q05787
P38838 P36015
P40355 P25646
Q12522 P38163
P42934 P38705
P40485 P38867
Q12243 P12683
P43616 P35206
Q02354 P40187
Q12030 P53136
Q03697 P22138
P53633 P32578
P53061 P46676
P48239 P39515
P40077 P29496
P40360 P23202
P38346 P38072
Q03208 P38910
Q12336 P32628
P36168 P19097
P46961 P41810
P47120 P32367
P25441 P22224
P40518 P39928
Q08553 Q08229
P48524 P47123
P51996 P40357
P32773 P10834
P53116 P41546
Q00539 P81450
Q12329 P06838
P48524 P43594
P39706 P36015
Q08562 P39960
P13382 P07866
Q12477 P04912
P53904 P53389
Q02555 P01149
P45818 P08456
P39734 P00175
Q07509 P38779
Q12255 P02309
P32793 P21827
Q12019 P29465
Q12447 P39010
P47029 P25299
Q03619 P29539
P53253 P34160
P00924 O13297
P40892 P36120
P40957 P28495
Q03018 P38915
Q12396 P04912
Q12107 P32807
P41921 P20676
P49334 P09064
Q08956 Q06598
Q04958 Q03702
P38634 P34238
P35189 P34223
P27796 P04912
P48559 P34241
Q04195 P05626
Q02775 P38801
Q06405 P53196
P53259 P39723
P38872 P03069
Q07800 P48566
Q04305 P53901
P33200 P10834
P53209 P25657
Q07509 P40325
P40582 P34161
P34241 P23639
P87108 P51601
Q12078 P53181
P45818 P35210
P32803 P28743
P32319 P17442
P38842 P25559
Q05027 P39960
P33759 P04051
P87108 P47912
P52490 P48234
Q12224 Q03103
P53131 P03965
Q03691 P08431
P53924 P53259
Q06651 P33301
P39524 P32629
P38877 P25655
Q06815 P40892
P19736 P16658
P33204 P13259
P36125 P21965
P47053 P40360
P38883 P36100
Q12321 P25491
P48559 P10823
Q06078 P17505
P47167 P47061
Q03758 P32583
Q06102 Q03213
P48510 P07991
P50945 P04819
Q06815 P53061
P47053 P40340
Q02196 P20050
P40469 P32902
P39744 P32902
P53912 P20457
P38873 P24719
P47185 P21242
Q08245 P39702
P25045 P06782
P48361 P45818
Q12004 P15705
Q06616 P50104
Q99190 P29055
P32803 P00445
Q02794 P16522
P53954 P07834
P38112 P06103
Q03761 P38431
Q12009 P53551
P32610 P01149
Q12060 Q06665
Q07622 P40014
P39955 P33891
P49435 P40341
P43596 P25342
P53202 P40319
P39735 P39517
P42846 P38811
Q03750 Q03656
P38086 P32337
Q12018 Q06815
Q08965 P06786
P33298 O13297
Q04673 P28496
P40518 P36520
Q03697 P25376
Q05027 P05375
Q02866 P26343
P54791 P20053
Q08649 P54837
P38995 P38333
P53259 P25558
P40482 P38860
Q12158 Q07844
P43562 P08456
Q07350 P01120
P40958 P25294
Q03834 P53894
Q08004 P39552
P35727 P32828
P46964 P09959
P36973 P32916
P53203 P22140
Q99382 Q03935
Q08886 P53551
P38883 P35718
P32450 P30605
P40956 P25656
P40217 P32367
Q12380 P18238
P34162 P32793
Q08004 P40969
Q04003 P53901
Q12483 P27692
P35817 P32589
P47166 P31109
Q00711 P49435
Q12267 P32564
P38249 P35177
Q01649 P38523
Q08208 P40987
P39113 P25298
P39523 P12954
Q06411 P39101
Q04477 P21339
Q01389 P38111
P40055 P36009
Q04264 P04786
P41546 P17891
Q03103 P32529
P40885 P32855
Q08921 P40356
P39996 P14742
P53549 P26343
P53081 P11972
P38792 P23585
P40484 P32902
Q12060 Q04930
P52488 P50078
Q12396 P32479
Q02784 P38316
P48240 P38842
P19880 P15424
Q05775 P11710
P29055 P07347
P38702 P38163
P53961 P32849
P53867 P48234
P43560 P34240
P40340 P35189
Q03735 P41817
P04456 P00128
P39534 P32801
P40492 P38953
Q12749 P06844
Q04930 P32805
P53823 P35177
P39083 P10355
P47038 P40555
Q06708 P41817
P46669 P39994
P53283 P33767
P40302 P38351
Q04636 P38821
Q03254 P00420
P38953 P08456
P39004 P36049
P38692 P16370
P32796 P15424
Q01852 P54786
P39521 P30656
Q12285 P39928
P33122 P02400
Q12368 Q07478
Q06632 P53202
Q12343 P46682
Q12050 Q05933
Q02793 P53914
Q06205 Q06169
P26188 P17214
P53237 P53096
P53865 P32805
Q03655 P30283
P32895 P28241
P47053 P15790
Q08749 P40693
Q03940 P39967
P32805 P14737
P33334 P06775
P53215 P38753
Q03081 P39955
P38842 P25694
Q06200 P02309
P40988 P39550
Q06488 P35182
P39001 P38829
P53286 P32788
Q00684 P32916
P43321 P23337
Q12300 P17106
P34238 P10566
Q07963 P32833
P38313 P10507
Q04089 P39682
Q12692 Q06405
P16661 P07283
Q04373 P53236
Q03697 P34227
P47165 P40496
P39940 P27692
P39004 P07251
P52488 P34216
P53250 P38819
P39520 P09119
Q00711 P22517
P43602 P39727
P25453 P22543
P32828 P06784
P39552 P35728
P38902 P38627
P41800 P36129
Q12055 P06774
Q99344 P32838
Q12396 P40048
P47064 P34241
P49018 P46678
Q12071 P40457
P38272 P25582
Q12265 Q12157
Q12066 Q04461
Q04958 P00358
Q01217 P53735
Q08980 P38826
