P49435 P23285
Q12224 P38968
Q12262 P41805
P53973 P38261
P47116 P47090
Q08492 P25371
P47167 P04911
P46965 P25655
Q04195 P05626
P47167 P32793
Q05778 Q05359
P53207 P24384
Q12310 P53209
P40204 P14908
Q04226 P33303
P43682 P43568
P57744 P53865
Q12265 Q12157
P40103 P38719
Q03899 P46954
Q99207 P24384
Q06251 Q04603
P81450 P20134
Q03455 P10592
Q12157 Q08119
Q12071 P47011
P53231 P47074
P39715 P32838
P40319 P29311
P39011 P38637
Q02574 P00445
P48439 P39729
Q07540 P39083
Q02939 P25344
P41543 P36161
Q12262 P32842
Q02932 P25299
Q03323 P09435
Q99176 P39685
P48568 P32328
P34238 P16151
P36172 P29539
P53236 P38111
Q12336 P32628
P53550 P38123
P38070 P10961
Q02206 P53552
P38829 P32529
Q01454 P40885
Q00772 P40155
P48361 P45818
P48415 P42942
Q04651 P40151
Q05785 P26754
Q02895 P19882
Q05080 P54790
P32899 P32838
Q08773 P23624
P40512 P36168
P25371 P18888
Q12018 Q03860
Q04491 P23641
Q08271 P40020
Q12138 P39998
P26798 P08153
Q00684 P01097
P53278 P33441
P53750 P52917
P38881 P38276
P36010 P00410
P43594 P09938
P38702 P00924
P53286 P20434
P53628 P31380
P53901 P08566
P40958 P28007
P52960 P39014
P40892 P40434
Q12083 P53252
P22007 P07273
P37303 P33303
P53010 P40890
P40518 P39928
P40325 P21827
P25719 P08518
P39112 P38801
Q04031 P35180
Q12157 Q04322
P32916 P04076
Q03323 P02557
Q12255 P43545
Q08235 P53147
Q05016 P87284
Q08966 P39992
Q08685 P43574
Q12349 P47068
P48524 P47123
Q08271 P33411
P35842 P11075
P25441 P12904
P24719 P11710
P47166 P42846
Q06108 Q03834
P15807 P12887
Q12158 Q07844
Q08018 P43535
Q06644 P05085
P43605 P33303
Q06632 P53202
P40965 P32641
Q08278 P36012
Q12265 P17106
P46676 P38692
Q08446 P30283
P40541 P33304
Q08817 Q02805
Q04493 P38699
Q12059 P14291
P40478 P32496
P43596 P40965
P39523 P12954
P38123 P30822
P87108 P40096
P47123 P32319
Q99314 P39966
Q04368 Q02805
P40155 P38826
P53010 P07257
P50875 P25376
P41807 P39720
P35817 P32589
Q06449 P53750
Q07509 P16547
Q08271 P36029
P39534 P12611
P32389 P02309
Q12149 Q08004
P43132 P18759
P47042 P38784
Q03655 Q03373
P40478 P22202
P39875 P34240
P33767 P27801
P53859 P40478
P53231 P40018
P53070 P32318
Q12165 P28239
P53552 P38838
P38351 P38077
Q03455 Q03406
P40014 P38555
